url	title	#	Name	Symbol	Market Cap	Price	Circulating Supply	Volume (24h)	% 1h	% 24h	% 7d
https:/coinmarketcap.com/historical/20190603	02 June 2019	519	SwissBorg	CHSB	$4,316,576	$0.007496	575,821,133 CHSB *	$86,451	-1.47%	-14.37%	-25.20%	
https:/coinmarketcap.com/historical/20190604	03 June 2019	529	SwissBorg	CHSB	$4,155,817	$0.007217	575,821,133 CHSB *	$71,584	1.30%	-2.88%	-21.40%	
https:/coinmarketcap.com/historical/20190605	04 June 2019	503	SwissBorg	CHSB	$4,533,435	$0.007873	575,821,133 CHSB *	$90,287	-1.14%	9.42%	-12.40%	
https:/coinmarketcap.com/historical/20190606	05 June 2019	525	SwissBorg	CHSB	$4,318,098	$0.007499	575,821,133 CHSB *	$52,586	1.16%	-5.34%	-12.09%	
https:/coinmarketcap.com/historical/20190607	06 June 2019	526	SwissBorg	CHSB	$4,392,082	$0.007628	575,821,133 CHSB *	$41,764	-0.06%	2.47%	-11.58%	
https:/coinmarketcap.com/historical/20190608	07 June 2019	528	SwissBorg	CHSB	$4,286,503	$0.007444	575,821,133 CHSB *	$37,864	-0.67%	-2.39%	-18.36%	
https:/coinmarketcap.com/historical/20190609	08 June 2019	537	SwissBorg	CHSB	$4,057,631	$0.007047	575,821,133 CHSB *	$46,939	1.29%	-5.84%	-19.44%	
https:/coinmarketcap.com/historical/20190610	09 June 2019	537	SwissBorg	CHSB	$4,288,573	$0.007448	575,821,133 CHSB *	$34,371	0.51%	6.70%	-0.88%	
https:/coinmarketcap.com/historical/20190611	10 June 2019	536	SwissBorg	CHSB	$4,303,704	$0.007474	575,821,133 CHSB *	$32,801	-0.12%	0.56%	4.23%	
https:/coinmarketcap.com/historical/20190612	11 June 2019	518	SwissBorg	CHSB	$4,767,794	$0.008280	575,821,133 CHSB *	$43,644	0.88%	10.67%	5.39%	
https:/coinmarketcap.com/historical/20190613	12 June 2019	521	SwissBorg	CHSB	$4,648,797	$0.008073	575,821,133 CHSB *	$57,050	-0.65%	-2.11%	8.54%	
https:/coinmarketcap.com/historical/20190614	13 June 2019	488	SwissBorg	CHSB	$5,413,145	$0.009401	575,821,133 CHSB *	$67,581	0.60%	15.72%	23.53%	
https:/coinmarketcap.com/historical/20190615	14 June 2019	496	SwissBorg	CHSB	$5,197,076	$0.009026	575,821,133 CHSB *	$49,083	-0.63%	-2.18%	20.75%	
https:/coinmarketcap.com/historical/20190616	15 June 2019	510	SwissBorg	CHSB	$5,073,437	$0.008811	575,821,133 CHSB *	$48,819	-0.32%	-2.54%	25.37%	
https:/coinmarketcap.com/historical/20190617	16 June 2019	492	SwissBorg	CHSB	$5,035,609	$0.008745	575,821,133 CHSB *	$39,450	0.03%	-1.38%	17.98%	
https:/coinmarketcap.com/historical/20190618	17 June 2019	487	SwissBorg	CHSB	$5,055,986	$0.008780	575,821,133 CHSB *	$49,035	0.76%	0.83%	16.68%	
https:/coinmarketcap.com/historical/20190619	18 June 2019	497	SwissBorg	CHSB	$5,066,178	$0.008798	575,821,133 CHSB *	$23,725	0.27%	0.74%	6.89%	
https:/coinmarketcap.com/historical/20190620	19 June 2019	496	SwissBorg	CHSB	$5,084,256	$0.008830	575,821,133 CHSB *	$38,218	-0.41%	0.65%	8.40%	
https:/coinmarketcap.com/historical/20190621	20 June 2019	496	SwissBorg	CHSB	$5,397,040	$0.009373	575,821,133 CHSB *	$33,005	1.71%	5.60%	4.30%	
https:/coinmarketcap.com/historical/20190622	21 June 2019	490	SwissBorg	CHSB	$5,552,678	$0.009643	575,821,133 CHSB *	$44,245	2.20%	3.28%	5.90%	
https:/coinmarketcap.com/historical/20190623	22 June 2019	485	SwissBorg	CHSB	$5,532,473	$0.009608	575,821,133 CHSB *	$31,473	-0.85%	-0.31%	8.11%	
https:/coinmarketcap.com/historical/20190624	23 June 2019	495	SwissBorg	CHSB	$5,537,693	$0.009617	575,821,133 CHSB *	$34,086	0.35%	0.29%	10.93%	
https:/coinmarketcap.com/historical/20190625	24 June 2019	487	SwissBorg	CHSB	$5,997,020	$0.010415	575,821,133 CHSB *	$39,843	1.33%	7.90%	18.92%	
https:/coinmarketcap.com/historical/20190626	25 June 2019	502	SwissBorg	CHSB	$5,516,872	$0.009581	575,821,133 CHSB *	$59,617	1.63%	-7.39%	9.35%	
https:/coinmarketcap.com/historical/20190627	26 June 2019	509	SwissBorg	CHSB	$4,687,962	$0.008141	575,821,133 CHSB *	$56,367	0.04%	-14.41%	-8.54%	
https:/coinmarketcap.com/historical/20190628	27 June 2019	526	SwissBorg	CHSB	$4,656,129	$0.008086	575,821,133 CHSB *	$63,280	1.41%	-0.76%	-14.87%	
https:/coinmarketcap.com/historical/20190629	28 June 2019	517	SwissBorg	CHSB	$4,829,032	$0.008386	575,821,133 CHSB *	$48,897	2.76%	5.01%	-12.92%	
https:/coinmarketcap.com/historical/20190630	29 June 2019	528	SwissBorg	CHSB	$4,099,266	$0.007119	575,821,133 CHSB *	$33,210	-1.16%	-14.40%	-25.98%	
https:/coinmarketcap.com/historical/20190701	30 June 2019	533	SwissBorg	CHSB	$4,346,195	$0.007548	575,821,133 CHSB *	$40,345	1.00%	4.37%	-21.91%	
https:/coinmarketcap.com/historical/20190702	01 July 2019	529	SwissBorg	CHSB	$4,403,353	$0.007647	575,821,133 CHSB *	$37,790	-0.25%	1.49%	-25.52%	
https:/coinmarketcap.com/historical/20190703	02 July 2019	523	SwissBorg	CHSB	$4,735,713	$0.008224	575,821,133 CHSB *	$39,680	0.26%	6.37%	-15.02%	
https:/coinmarketcap.com/historical/20190704	03 July 2019	536	SwissBorg	CHSB	$4,281,466	$0.007435	575,821,133 CHSB *	$39,443	-2.94%	-9.48%	-7.63%	
https:/coinmarketcap.com/historical/20190705	04 July 2019	518	SwissBorg	CHSB	$4,676,371	$0.008121	575,821,133 CHSB *	$45,139	0.57%	8.47%	2.37%	
https:/coinmarketcap.com/historical/20190706	05 July 2019	501	SwissBorg	CHSB	$4,787,125	$0.008314	575,821,133 CHSB *	$47,080	-0.22%	2.14%	2.02%	
https:/coinmarketcap.com/historical/20190707	06 July 2019	507	SwissBorg	CHSB	$5,001,608	$0.008686	575,821,133 CHSB *	$49,360	0.03%	4.26%	17.48%	
https:/coinmarketcap.com/historical/20190708	07 July 2019	520	SwissBorg	CHSB	$5,104,962	$0.008866	575,821,133 CHSB *	$49,443	-0.39%	1.98%	20.99%	
https:/coinmarketcap.com/historical/20190709	08 July 2019	532	SwissBorg	CHSB	$4,677,252	$0.008123	575,821,133 CHSB *	$74,343	-0.31%	-8.62%	4.97%	
https:/coinmarketcap.com/historical/20190710	09 July 2019	551	SwissBorg	CHSB	$3,995,567	$0.006939	575,821,133 CHSB *	$49,902	-1.08%	-14.11%	-14.10%	
https:/coinmarketcap.com/historical/20190711	10 July 2019	528	SwissBorg	CHSB	$4,163,368	$0.007230	575,821,133 CHSB *	$48,083	-0.53%	3.31%	-4.07%	
https:/coinmarketcap.com/historical/20190712	11 July 2019	545	SwissBorg	CHSB	$3,769,241	$0.006546	575,821,133 CHSB *	$36,459	-1.86%	-9.68%	-18.49%	
https:/coinmarketcap.com/historical/20190713	12 July 2019	544	SwissBorg	CHSB	$3,693,535	$0.006414	575,821,133 CHSB *	$41,557	0.37%	-2.83%	-23.57%	
https:/coinmarketcap.com/historical/20190714	13 July 2019	545	SwissBorg	CHSB	$3,401,499	$0.005907	575,821,133 CHSB *	$33,375	-3.77%	-7.86%	-31.58%	
https:/coinmarketcap.com/historical/20190715	14 July 2019	547	SwissBorg	CHSB	$3,578,135	$0.006214	575,821,133 CHSB *	$31,269	-1.00%	4.90%	-30.06%	
https:/coinmarketcap.com/historical/20190716	15 July 2019	538	SwissBorg	CHSB	$3,186,066	$0.005533	575,821,133 CHSB *	$25,785	0.31%	-11.27%	-30.78%	
https:/coinmarketcap.com/historical/20190717	16 July 2019	531	SwissBorg	CHSB	$3,416,372	$0.005933	575,821,133 CHSB *	$32,693	-0.17%	7.23%	-14.91%	
https:/coinmarketcap.com/historical/20190718	17 July 2019	535	SwissBorg	CHSB	$3,636,775	$0.006316	575,821,133 CHSB *	$32,845	0.75%	6.75%	-12.20%	
https:/coinmarketcap.com/historical/20190719	18 July 2019	549	SwissBorg	CHSB	$3,490,271	$0.006061	575,821,133 CHSB *	$31,930	-0.24%	-3.59%	-9.01%	
https:/coinmarketcap.com/historical/20190720	19 July 2019	542	SwissBorg	CHSB	$3,599,921	$0.006252	575,821,133 CHSB *	$34,757	-1.79%	2.72%	-1.87%	
https:/coinmarketcap.com/historical/20190721	20 July 2019	553	SwissBorg	CHSB	$3,268,072	$0.005675	575,821,133 CHSB *	$37,921	0.21%	-10.05%	-4.39%	
https:/coinmarketcap.com/historical/20190722	21 July 2019	567	SwissBorg	CHSB	$3,202,413	$0.005561	575,821,133 CHSB *	$33,409	0.71%	-1.93%	-9.36%	
https:/coinmarketcap.com/historical/20190723	22 July 2019	560	SwissBorg	CHSB	$3,134,532	$0.005444	575,821,133 CHSB *	$22,159	-1.17%	-1.74%	-1.83%	
https:/coinmarketcap.com/historical/20190724	23 July 2019	576	SwissBorg	CHSB	$2,900,822	$0.005038	575,821,133 CHSB *	$53,054	-0.02%	-5.52%	-15.48%	
https:/coinmarketcap.com/historical/20190725	24 July 2019	573	SwissBorg	CHSB	$3,097,252	$0.005379	575,821,133 CHSB *	$24,656	-0.06%	5.91%	-13.60%	
https:/coinmarketcap.com/historical/20190726	25 July 2019	563	SwissBorg	CHSB	$3,165,332	$0.005497	575,821,133 CHSB *	$30,526	0.52%	2.77%	-10.20%	
https:/coinmarketcap.com/historical/20190727	26 July 2019	570	SwissBorg	CHSB	$2,901,432	$0.005039	575,821,133 CHSB *	$41,584	0.14%	-9.64%	-19.73%	
https:/coinmarketcap.com/historical/20190728	27 July 2019	572	SwissBorg	CHSB	$2,964,335	$0.005148	575,821,133 CHSB *	$31,786	1.90%	2.26%	-8.87%	
https:/coinmarketcap.com/historical/20190729	28 July 2019	567	SwissBorg	CHSB	$3,026,910	$0.005257	575,821,133 CHSB *	$29,813	-0.32%	2.60%	-5.05%	
https:/coinmarketcap.com/historical/20190730	29 July 2019	543	SwissBorg	CHSB	$3,570,304	$0.006200	575,821,133 CHSB *	$70,371	-0.25%	17.69%	17.28%	
https:/coinmarketcap.com/historical/20190731	30 July 2019	526	SwissBorg	CHSB	$4,049,561	$0.007033	575,821,133 CHSB *	$93,900	0.45%	12.73%	38.83%	
https:/coinmarketcap.com/historical/20190801	31 July 2019	532	SwissBorg	CHSB	$3,968,701	$0.006892	575,821,133 CHSB *	$40,598	0.07%	-1.41%	29.04%	
https:/coinmarketcap.com/historical/20190802	01 August 2019	527	SwissBorg	CHSB	$3,934,465	$0.006833	575,821,133 CHSB *	$29,569	0.24%	-0.66%	22.68%	
https:/coinmarketcap.com/historical/20190803	02 August 2019	517	SwissBorg	CHSB	$3,964,955	$0.006886	575,821,133 CHSB *	$96,430	-0.60%	1.09%	35.46%	
https:/coinmarketcap.com/historical/20190804	03 August 2019	525	SwissBorg	CHSB	$3,907,172	$0.006785	575,821,133 CHSB *	$27,161	0.24%	-1.97%	32.14%	
https:/coinmarketcap.com/historical/20190805	04 August 2019	516	SwissBorg	CHSB	$4,114,214	$0.007145	575,821,133 CHSB *	$34,964	0.59%	5.16%	36.85%	
https:/coinmarketcap.com/historical/20190806	05 August 2019	503	SwissBorg	CHSB	$4,138,741	$0.007188	575,821,133 CHSB *	$17,305	0.74%	1.28%	15.52%	
https:/coinmarketcap.com/historical/20190807	06 August 2019	490	SwissBorg	CHSB	$4,263,811	$0.007405	575,821,133 CHSB *	$15,456	-0.32%	3.25%	6.50%	
https:/coinmarketcap.com/historical/20190808	07 August 2019	486	SwissBorg	CHSB	$4,291,961	$0.007454	575,821,133 CHSB *	$17,567	0.61%	0.31%	8.50%	
https:/coinmarketcap.com/historical/20190809	08 August 2019	485	SwissBorg	CHSB	$4,363,966	$0.007579	575,821,133 CHSB *	$19,026	0.34%	1.73%	10.18%	
https:/coinmarketcap.com/historical/20190810	09 August 2019	475	SwissBorg	CHSB	$4,355,560	$0.007564	575,821,133 CHSB *	$21,474	0.70%	-1.42%	9.76%	
https:/coinmarketcap.com/historical/20190811	10 August 2019	479	SwissBorg	CHSB	$4,357,989	$0.007568	575,821,133 CHSB *	$21,410	-0.44%	0.58%	10.58%	
https:/coinmarketcap.com/historical/20190812	11 August 2019	463	SwissBorg	CHSB	$4,602,700	$0.007993	575,821,133 CHSB *	$27,936	-0.08%	6.35%	13.60%	
https:/coinmarketcap.com/historical/20190813	12 August 2019	457	SwissBorg	CHSB	$4,472,333	$0.007767	575,821,133 CHSB *	$30,333	0.25%	-2.94%	7.57%	
https:/coinmarketcap.com/historical/20190814	13 August 2019	470	SwissBorg	CHSB	$4,047,444	$0.007029	575,821,133 CHSB *	$22,501	-1.13%	-9.45%	-4.94%	
https:/coinmarketcap.com/historical/20190815	14 August 2019	455	SwissBorg	CHSB	$4,311,378	$0.007487	575,821,133 CHSB *	$22,035	0.55%	5.47%	1.33%	
https:/coinmarketcap.com/historical/20190816	15 August 2019	458	SwissBorg	CHSB	$4,506,876	$0.007827	575,821,133 CHSB *	$20,047	-0.47%	4.90%	2.16%	
https:/coinmarketcap.com/historical/20190817	16 August 2019	462	SwissBorg	CHSB	$4,403,603	$0.007648	575,821,133 CHSB *	$24,502	-2.42%	-2.59%	1.40%	
https:/coinmarketcap.com/historical/20190818	17 August 2019	457	SwissBorg	CHSB	$4,577,346	$0.007949	575,821,133 CHSB *	$20,063	-3.25%	2.61%	6.97%	
https:/coinmarketcap.com/historical/20190819	18 August 2019	446	SwissBorg	CHSB	$5,197,141	$0.009026	575,821,133 CHSB *	$31,573	0.21%	10.65%	13.29%	
https:/coinmarketcap.com/historical/20190820	19 August 2019	420	SwissBorg	CHSB	$5,617,069	$0.009755	575,821,133 CHSB *	$32,303	-1.55%	7.30%	25.89%	
https:/coinmarketcap.com/historical/20190821	20 August 2019	427	SwissBorg	CHSB	$5,312,144	$0.009225	575,821,133 CHSB *	$24,926	1.13%	-6.86%	30.82%	
https:/coinmarketcap.com/historical/20190822	21 August 2019	432	SwissBorg	CHSB	$5,307,572	$0.009217	575,821,133 CHSB *	$23,187	-0.68%	0.12%	24.52%	
https:/coinmarketcap.com/historical/20190823	22 August 2019	442	SwissBorg	CHSB	$5,301,565	$0.009207	575,821,133 CHSB *	$29,254	0.23%	-0.07%	16.34%	
https:/coinmarketcap.com/historical/20190824	23 August 2019	436	SwissBorg	CHSB	$5,259,429	$0.009134	575,821,133 CHSB *	$35,168	1.14%	-0.63%	18.44%	
https:/coinmarketcap.com/historical/20190825	24 August 2019	436	SwissBorg	CHSB	$5,083,836	$0.008829	575,821,133 CHSB *	$40,027	0.69%	-2.49%	8.35%	
https:/coinmarketcap.com/historical/20190826	25 August 2019	445	SwissBorg	CHSB	$4,986,219	$0.008659	575,821,133 CHSB *	$34,740	-0.53%	-2.69%	-4.43%	
https:/coinmarketcap.com/historical/20190827	26 August 2019	450	SwissBorg	CHSB	$4,895,734	$0.008502	575,821,133 CHSB *	$22,055	0.99%	-2.14%	-12.09%	
https:/coinmarketcap.com/historical/20190828	27 August 2019	446	SwissBorg	CHSB	$4,759,920	$0.008266	575,821,133 CHSB *	$26,906	-0.95%	-2.13%	-10.21%	
https:/coinmarketcap.com/historical/20190829	28 August 2019	448	SwissBorg	CHSB	$4,694,166	$0.008152	575,821,133 CHSB *	$25,358	-0.31%	-2.16%	-11.55%	
https:/coinmarketcap.com/historical/20190830	29 August 2019	452	SwissBorg	CHSB	$4,640,819	$0.008059	575,821,133 CHSB *	$28,708	-0.58%	-1.09%	-11.95%	
https:/coinmarketcap.com/historical/20190831	30 August 2019	422	SwissBorg	CHSB	$5,316,091	$0.009232	575,821,133 CHSB *	$38,421	-0.27%	13.82%	2.44%	
https:/coinmarketcap.com/historical/20190901	31 August 2019	403	SwissBorg	CHSB	$5,735,458	$0.009960	575,821,133 CHSB *	$79,588	-1.17%	8.07%	11.70%	
https:/coinmarketcap.com/historical/20190902	01 September 2019	415	SwissBorg	CHSB	$5,640,395	$0.009795	575,821,133 CHSB *	$44,095	-0.36%	-1.89%	13.49%	
https:/coinmarketcap.com/historical/20190903	02 September 2019	401	SwissBorg	CHSB	$5,835,026	$0.010133	575,821,133 CHSB *	$40,931	-0.75%	3.18%	20.07%	
https:/coinmarketcap.com/historical/20190904	03 September 2019	405	SwissBorg	CHSB	$5,912,474	$0.010268	575,821,133 CHSB *	$37,706	-0.78%	0.58%	24.58%	
https:/coinmarketcap.com/historical/20190905	04 September 2019	364	SwissBorg	CHSB	$7,295,980	$0.012671	575,821,133 CHSB *	$57,313	-1.01%	22.90%	55.80%	
https:/coinmarketcap.com/historical/20190906	05 September 2019	361	SwissBorg	CHSB	$7,151,432	$0.012420	575,821,133 CHSB *	$60,028	0.61%	-2.16%	52.84%	
https:/coinmarketcap.com/historical/20190907	06 September 2019	340	SwissBorg	CHSB	$8,427,328	$0.014635	575,821,133 CHSB *	$90,154	0.13%	18.58%	60.81%	
https:/coinmarketcap.com/historical/20190908	07 September 2019	339	SwissBorg	CHSB	$8,563,027	$0.014871	575,821,133 CHSB *	$66,100	-0.05%	1.12%	49.20%	
https:/coinmarketcap.com/historical/20190909	08 September 2019	349	SwissBorg	CHSB	$8,300,032	$0.014414	575,821,133 CHSB *	$61,179	-0.30%	-2.99%	45.83%	
https:/coinmarketcap.com/historical/20190910	09 September 2019	353	SwissBorg	CHSB	$7,784,657	$0.013519	575,821,133 CHSB *	$54,897	0.76%	-6.52%	31.90%	
https:/coinmarketcap.com/historical/20190911	10 September 2019	356	SwissBorg	CHSB	$7,387,951	$0.012830	575,821,133 CHSB *	$43,606	0.03%	-5.10%	23.89%	
https:/coinmarketcap.com/historical/20190912	11 September 2019	402	SwissBorg	CHSB	$6,228,803	$0.010817	575,821,133 CHSB *	$49,577	0.57%	-15.37%	-12.97%	
https:/coinmarketcap.com/historical/20190913	12 September 2019	365	SwissBorg	CHSB	$7,129,922	$0.012382	575,821,133 CHSB *	$46,157	2.48%	14.57%	-1.44%	
https:/coinmarketcap.com/historical/20190914	13 September 2019	364	SwissBorg	CHSB	$7,166,730	$0.012446	575,821,133 CHSB *	$45,538	0.29%	3.36%	-14.66%	
https:/coinmarketcap.com/historical/20190915	14 September 2019	368	SwissBorg	CHSB	$7,032,085	$0.012212	575,821,133 CHSB *	$41,890	0.57%	-1.62%	-17.83%	
https:/coinmarketcap.com/historical/20190916	15 September 2019	385	SwissBorg	CHSB	$6,723,274	$0.011676	575,821,133 CHSB *	$43,481	0.64%	-3.99%	-17.98%	
https:/coinmarketcap.com/historical/20190917	16 September 2019	397	SwissBorg	CHSB	$6,325,584	$0.010985	575,821,133 CHSB *	$41,230	0.16%	-5.17%	-18.40%	
https:/coinmarketcap.com/historical/20190918	17 September 2019	394	SwissBorg	CHSB	$6,488,102	$0.011268	575,821,133 CHSB *	$67,351	-1.37%	3.53%	-11.80%	
https:/coinmarketcap.com/historical/20190919	18 September 2019	364	SwissBorg	CHSB	$7,666,678	$0.013314	575,821,133 CHSB *	$55,579	3.02%	17.05%	26.10%	
https:/coinmarketcap.com/historical/20190920	19 September 2019	360	SwissBorg	CHSB	$8,090,473	$0.014050	575,821,133 CHSB *	$53,984	1.34%	7.15%	19.85%	
https:/coinmarketcap.com/historical/20190921	20 September 2019	364	SwissBorg	CHSB	$7,682,402	$0.013342	575,821,133 CHSB *	$45,801	-2.21%	-4.27%	6.92%	
https:/coinmarketcap.com/historical/20190922	21 September 2019	354	SwissBorg	CHSB	$7,930,449	$0.013772	575,821,133 CHSB *	$50,820	0.96%	1.84%	12.92%	
https:/coinmarketcap.com/historical/20190923	22 September 2019	371	SwissBorg	CHSB	$7,098,091	$0.012327	575,821,133 CHSB *	$38,169	-0.67%	-9.84%	6.47%	
https:/coinmarketcap.com/historical/20190924	23 September 2019	378	SwissBorg	CHSB	$6,003,485	$0.010426	575,821,133 CHSB *	$37,178	-0.65%	-15.88%	-3.32%	
https:/coinmarketcap.com/historical/20190925	24 September 2019	399	SwissBorg	CHSB	$5,397,625	$0.009374	575,821,133 CHSB *	$29,158	-1.06%	-10.54%	-17.42%	
https:/coinmarketcap.com/historical/20190926	25 September 2019	411	SwissBorg	CHSB	$4,900,094	$0.008510	575,821,133 CHSB *	$28,111	-0.86%	-10.37%	-35.17%	
https:/coinmarketcap.com/historical/20190927	26 September 2019	416	SwissBorg	CHSB	$4,895,952	$0.008503	575,821,133 CHSB *	$13,507	-0.24%	-0.78%	-38.07%	
https:/coinmarketcap.com/historical/20190928	27 September 2019	419	SwissBorg	CHSB	$4,987,581	$0.008662	575,821,133 CHSB *	$7,928	0.75%	1.73%	-36.14%	
https:/coinmarketcap.com/historical/20190929	28 September 2019	421	SwissBorg	CHSB	$4,653,282	$0.008081	575,821,133 CHSB *	$19,465	-0.73%	-6.00%	-40.63%	
https:/coinmarketcap.com/historical/20190930	29 September 2019	424	SwissBorg	CHSB	$4,948,332	$0.008594	575,821,133 CHSB *	$22,446	1.67%	5.72%	-30.98%	
https:/coinmarketcap.com/historical/20191001	30 September 2019	419	SwissBorg	CHSB	$5,066,099	$0.008798	575,821,133 CHSB *	$16,914	-1.03%	3.89%	-16.12%	
https:/coinmarketcap.com/historical/20191002	01 October 2019	430	SwissBorg	CHSB	$4,841,820	$0.008409	575,821,133 CHSB *	$13,902	-0.63%	-5.27%	-13.15%	
https:/coinmarketcap.com/historical/20191003	02 October 2019	429	SwissBorg	CHSB	$4,785,857	$0.008311	575,821,133 CHSB *	$8,896	0.84%	-2.63%	-2.81%	
https:/coinmarketcap.com/historical/20191004	03 October 2019	428	SwissBorg	CHSB	$4,948,537	$0.008594	575,821,133 CHSB *	$13,899	0.14%	4.65%	1.48%	
https:/coinmarketcap.com/historical/20191005	04 October 2019	418	SwissBorg	CHSB	$5,017,581	$0.008714	575,821,133 CHSB *	$9,012	0.09%	1.50%	1.62%	
https:/coinmarketcap.com/historical/20191006	05 October 2019	421	SwissBorg	CHSB	$4,818,687	$0.008368	575,821,133 CHSB *	$10,037	0.05%	-3.80%	3.55%	
https:/coinmarketcap.com/historical/20191007	06 October 2019	448	SwissBorg	CHSB	$4,656,159	$0.008086	575,821,133 CHSB *	$12,112	0.62%	-3.16%	-4.51%	
https:/coinmarketcap.com/historical/20191008	07 October 2019	449	SwissBorg	CHSB	$4,652,822	$0.008080	575,821,133 CHSB *	$7,722	-0.33%	-0.39%	-8.92%	
https:/coinmarketcap.com/historical/20191009	08 October 2019	436	SwissBorg	CHSB	$4,954,425	$0.008604	575,821,133 CHSB *	$7,969	-0.57%	6.21%	1.77%	
https:/coinmarketcap.com/historical/20191010	09 October 2019	428	SwissBorg	CHSB	$5,028,519	$0.008733	575,821,133 CHSB *	$27,622	-0.03%	0.90%	6.97%	
https:/coinmarketcap.com/historical/20191011	10 October 2019	447	SwissBorg	CHSB	$4,598,720	$0.007986	575,821,133 CHSB *	$23,187	0.34%	-8.45%	-7.04%	
https:/coinmarketcap.com/historical/20191012	11 October 2019	436	SwissBorg	CHSB	$4,607,489	$0.008002	575,821,133 CHSB *	$19,151	0.28%	1.13%	-7.77%	
https:/coinmarketcap.com/historical/20191013	12 October 2019	449	SwissBorg	CHSB	$4,567,315	$0.007932	575,821,133 CHSB *	$17,731	-0.61%	-0.63%	-4.87%	
https:/coinmarketcap.com/historical/20191014	13 October 2019	431	SwissBorg	CHSB	$5,103,649	$0.008863	575,821,133 CHSB *	$24,244	-0.39%	11.26%	8.61%	
https:/coinmarketcap.com/historical/20191015	14 October 2019	421	SwissBorg	CHSB	$5,119,698	$0.008891	575,821,133 CHSB *	$20,746	-0.40%	-0.85%	9.82%	
https:/coinmarketcap.com/historical/20191016	15 October 2019	432	SwissBorg	CHSB	$4,937,210	$0.008574	575,821,133 CHSB *	$19,194	-0.02%	-4.03%	-0.64%	
https:/coinmarketcap.com/historical/20191017	16 October 2019	399	SwissBorg	CHSB	$5,637,830	$0.009791	575,821,133 CHSB *	$23,761	-0.42%	13.81%	12.31%	
https:/coinmarketcap.com/historical/20191018	17 October 2019	403	SwissBorg	CHSB	$5,520,235	$0.009587	575,821,133 CHSB *	$17,415	-0.98%	-2.30%	20.80%	
https:/coinmarketcap.com/historical/20191019	18 October 2019	402	SwissBorg	CHSB	$5,539,727	$0.009621	575,821,133 CHSB *	$13,234	0.67%	-0.33%	21.58%	
